147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,110,110,0.0,1.0,1.0,1.0,1.0,110,0.0,110,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,87,87,0.0,1.0,1.0,1.0,1.0,87,0.0,87,0.0,
147.32.80.9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,503,503,0.0,1.0,1.0,1.0,1.0,503,0.0,503,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,447,447,0.0,1.0,1.0,1.0,1.0,447,0.0,447,0.0,
74.125.232.195,1.0,1.0,1.0,1.0,1.0,1.0,0.0,131,131,0.0,1.0,1.0,1.0,1.0,131,0.0,131,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,243,243,0.0,1.0,1.0,1.0,1.0,243,0.0,243,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,175,175,0.0,1.0,1.0,1.0,1.0,175,0.0,175,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,103,103,0.0,1.0,1.0,1.0,1.0,103,0.0,103,0.0,
60.190.222.139,1.0,1.0,1.0,1.0,1.0,1.0,0.0,303,303,0.0,1.0,1.0,1.0,1.0,303,0.0,303,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,144,144,0.0,1.0,1.0,1.0,1.0,144,0.0,144,0.0,
94.63.149.152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5894,5894,0.0,1.0,1.0,1.0,1.0,5894,0.0,5894,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,155,155,0.0,1.0,1.0,1.0,1.0,155,0.0,155,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5894,5894,0.0,1.0,1.0,1.0,1.0,5894,0.0,5894,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,139,139,0.0,1.0,1.0,1.0,1.0,139,0.0,139,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,369,369,0.0,1.0,1.0,1.0,1.0,369,0.0,369,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1590,1590,0.0,1.0,1.0,1.0,1.0,1590,0.0,1590,0.0,
195.88.191.59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3126,3126,0.0,1.0,1.0,1.0,1.0,3126,0.0,3126,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,239,239,0.0,1.0,1.0,1.0,1.0,239,0.0,239,0.0,
122.224.6.164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4434,4434,0.0,1.0,1.0,1.0,1.0,4434,0.0,4434,0.0,
147.32.84.171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,230,230,0.0,1.0,1.0,1.0,1.0,230,0.0,230,0.0,
147.32.84.171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,104,104,0.0,1.0,1.0,1.0,1.0,104,0.0,104,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,330,330,0.0,1.0,1.0,1.0,1.0,330,0.0,330,0.0,
147.32.84.171,1.0,1.0,1.0,1.0,1.0,1.0,0.0,358,358,0.0,1.0,1.0,1.0,1.0,358,0.0,358,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,531,531,0.0,1.0,1.0,1.0,1.0,531,0.0,531,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245,245,0.0,1.0,1.0,1.0,1.0,245,0.0,245,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,539,539,0.0,1.0,1.0,1.0,1.0,539,0.0,539,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,412,412,0.0,1.0,1.0,1.0,1.0,412,0.0,412,0.0,
174.133.57.141,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62,62,0.0,1.0,1.0,1.0,1.0,62,0.0,62,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245,245,0.0,1.0,1.0,1.0,1.0,245,0.0,245,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,239,239,0.0,1.0,1.0,1.0,1.0,239,0.0,239,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,355,355,0.0,1.0,1.0,1.0,1.0,355,0.0,355,0.0,
61.147.99.179,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2974,2974,0.0,1.0,1.0,1.0,1.0,2974,0.0,2974,0.0,
94.63.150.20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2754,2754,0.0,1.0,1.0,1.0,1.0,2754,0.0,2754,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,238,238,0.0,1.0,1.0,1.0,1.0,238,0.0,238,0.0,
195.88.191.59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2798,2798,0.0,1.0,1.0,1.0,1.0,2798,0.0,2798,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,535,535,0.0,1.0,1.0,1.0,1.0,535,0.0,535,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245,245,0.0,1.0,1.0,1.0,1.0,245,0.0,245,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,143,143,0.0,1.0,1.0,1.0,1.0,143,0.0,143,0.0,
94.63.149.152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8814,8814,0.0,1.0,1.0,1.0,1.0,8814,0.0,8814,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,539,539,0.0,1.0,1.0,1.0,1.0,539,0.0,539,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62,62,0.0,1.0,1.0,1.0,1.0,62,0.0,62,0.0,
60.190.223.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245,245,0.0,1.0,1.0,1.0,1.0,245,0.0,245,0.0,
74.222.3.26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60,60,0.0,1.0,1.0,1.0,1.0,60,0.0,60,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,178,178,0.0,1.0,1.0,1.0,1.0,178,0.0,178,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,521,521,0.0,1.0,1.0,1.0,1.0,521,0.0,521,0.0,
94.63.150.20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,300,0.0,1.0,1.0,1.0,1.0,300,0.0,300,0.0,
222.88.205.195,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62,62,0.0,1.0,1.0,1.0,1.0,62,0.0,62,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,525,525,0.0,1.0,1.0,1.0,1.0,525,0.0,525,0.0,
94.63.150.20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300,300,0.0,1.0,1.0,1.0,1.0,300,0.0,300,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240,240,0.0,1.0,1.0,1.0,1.0,240,0.0,240,0.0,
195.88.191.59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3126,3126,0.0,1.0,1.0,1.0,1.0,3126,0.0,3126,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62,62,0.0,1.0,1.0,1.0,1.0,62,0.0,62,0.0,
147.32.84.180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62,62,0.0,1.0,1.0,1.0,1.0,62,0.0,62,0.0,
